employee_id,employee_name,month,basic_salary,hra,special_allowance,overtime_pay,gross_salary,tax_deduction,pf_deduction,leave_deduction,total_deductions,net_salary
1054,Ava Johnson,2025-12-01,120000.0,24000.0,18000.0,1500.0,163500.0,24525.0,14400.0,0.0,38925.0,124575.0
1055,Daniel Wilson,2025-12-01,90000.0,18000.0,13500.0,0.0,121500.0,18225.0,10800.0,15652.17,44677.17,76822.83
1056,Mia Perez,2025-12-01,50000.0,10000.0,7500.0,0.0,67500.0,6750.0,6000.0,2173.91,14923.91,52576.09
1057,Michael Anderson,2025-12-01,70000.0,14000.0,10500.0,0.0,94500.0,9450.0,8400.0,3043.48,20893.48,73606.52
1058,Charlotte Garcia,2025-12-01,55000.0,11000.0,8250.0,0.0,74250.0,7425.0,6600.0,0.0,14025.0,60225.0
1059,Ava Jones,2025-12-01,65000.0,13000.0,9750.0,0.0,87750.0,8775.0,7800.0,0.0,16575.0,71175.0
1060,John White,2025-12-01,120000.0,24000.0,18000.0,0.0,162000.0,24300.0,14400.0,5217.39,43917.39,118082.61
1061,Charlotte Miller,2025-12-01,70000.0,14000.0,10500.0,1500.0,96000.0,9600.0,8400.0,3043.48,21043.48,74956.52
1062,Michael Perez,2025-12-01,120000.0,24000.0,18000.0,0.0,162000.0,24300.0,14400.0,0.0,38700.0,123300.0
1063,Amelia Garcia,2025-12-01,60000.0,12000.0,9000.0,0.0,81000.0,8100.0,7200.0,2608.7,17908.7,63091.3
1064,Lucas Williams,2025-12-01,120000.0,24000.0,18000.0,5500.0,167500.0,25125.0,14400.0,10434.78,49959.78,117540.22
1065,William Brown,2025-12-01,95000.0,19000.0,14250.0,0.0,128250.0,19237.5,11400.0,0.0,30637.5,97612.5
1066,John Davis,2025-12-01,80000.0,16000.0,12000.0,0.0,108000.0,16200.0,9600.0,3478.26,29278.26,78721.74
1067,William Lee,2025-12-01,80000.0,16000.0,12000.0,0.0,108000.0,16200.0,9600.0,0.0,25800.0,82200.0
1068,Olivia Jackson,2025-12-01,80000.0,16000.0,12000.0,500.0,108500.0,16275.0,9600.0,0.0,25875.0,82625.0
1069,Henry Garcia,2025-12-01,65000.0,13000.0,9750.0,0.0,87750.0,8775.0,7800.0,2826.09,19401.09,68348.91
1070,Sophia Jackson,2025-12-01,70000.0,14000.0,10500.0,3000.0,97500.0,9750.0,8400.0,0.0,18150.0,79350.0
1071,Michael White,2025-12-01,95000.0,19000.0,14250.0,0.0,128250.0,19237.5,11400.0,8260.87,38898.37,89351.63
1072,Emma Wilson,2025-12-01,60000.0,12000.0,9000.0,0.0,81000.0,8100.0,7200.0,0.0,15300.0,65700.0
1073,Harper Davis,2025-12-01,120000.0,24000.0,18000.0,2500.0,164500.0,24675.0,14400.0,0.0,39075.0,125425.0
1074,Sophia Johnson,2025-12-01,55000.0,11000.0,8250.0,0.0,74250.0,7425.0,6600.0,0.0,14025.0,60225.0
1075,Amelia Williams,2025-12-01,90000.0,18000.0,13500.0,0.0,121500.0,18225.0,10800.0,0.0,29025.0,92475.0
1076,Harper Brown,2025-12-01,150000.0,30000.0,22500.0,2000.0,204500.0,30675.0,18000.0,6521.74,55196.74,149303.26
1077,Alexander Williams,2025-12-01,50000.0,10000.0,7500.0,0.0,67500.0,6750.0,6000.0,0.0,12750.0,54750.0
1078,John Moore,2025-12-01,50000.0,10000.0,7500.0,3000.0,70500.0,7050.0,6000.0,0.0,13050.0,57450.0
1079,Henry Brown,2025-12-01,120000.0,24000.0,18000.0,0.0,162000.0,24300.0,14400.0,5217.39,43917.39,118082.61
1080,Ella Johnson,2025-12-01,60000.0,12000.0,9000.0,0.0,81000.0,8100.0,7200.0,0.0,15300.0,65700.0
1081,Michael Lee,2025-12-01,50000.0,10000.0,7500.0,2000.0,69500.0,6950.0,6000.0,0.0,12950.0,56550.0
1082,Amelia Miller,2025-12-01,65000.0,13000.0,9750.0,0.0,87750.0,8775.0,7800.0,0.0,16575.0,71175.0
1083,Evelyn Lee,2025-12-01,60000.0,12000.0,9000.0,0.0,81000.0,8100.0,7200.0,0.0,15300.0,65700.0
1084,Evelyn Johnson,2025-12-01,45000.0,9000.0,6750.0,0.0,60750.0,6075.0,5400.0,1956.52,13431.52,47318.48
1085,Ava Davis,2025-12-01,150000.0,30000.0,22500.0,5500.0,208000.0,31200.0,18000.0,0.0,49200.0,158800.0
1086,Alexander Perez,2025-12-01,70000.0,14000.0,10500.0,0.0,94500.0,9450.0,8400.0,0.0,17850.0,76650.0
1087,Mia Moore,2025-12-01,90000.0,18000.0,13500.0,0.0,121500.0,18225.0,10800.0,0.0,29025.0,92475.0
1088,Ethan Jackson,2025-12-01,50000.0,10000.0,7500.0,0.0,67500.0,6750.0,6000.0,0.0,12750.0,54750.0
1089,James Moore,2025-12-01,50000.0,10000.0,7500.0,2000.0,69500.0,6950.0,6000.0,2173.91,15123.91,54376.09
1090,Olivia Thompson,2025-12-01,70000.0,14000.0,10500.0,0.0,94500.0,9450.0,8400.0,0.0,17850.0,76650.0
1091,Ethan Taylor,2025-12-01,70000.0,14000.0,10500.0,0.0,94500.0,9450.0,8400.0,3043.48,20893.48,73606.52
1092,Amelia Taylor,2025-12-01,50000.0,10000.0,7500.0,0.0,67500.0,6750.0,6000.0,2173.91,14923.91,52576.09
1093,Charlotte Thomas,2025-12-01,150000.0,30000.0,22500.0,0.0,202500.0,30375.0,18000.0,0.0,48375.0,154125.0
1094,Ava Perez,2025-12-01,95000.0,19000.0,14250.0,0.0,128250.0,19237.5,11400.0,0.0,30637.5,97612.5
1095,Henry Taylor,2025-12-01,70000.0,14000.0,10500.0,0.0,94500.0,9450.0,8400.0,3043.48,20893.48,73606.52
1096,Henry Lee,2025-12-01,50000.0,10000.0,7500.0,0.0,67500.0,6750.0,6000.0,0.0,12750.0,54750.0
1097,Henry Anderson,2025-12-01,50000.0,10000.0,7500.0,0.0,67500.0,6750.0,6000.0,0.0,12750.0,54750.0
1098,Harper Jackson,2025-12-01,90000.0,18000.0,13500.0,0.0,121500.0,18225.0,10800.0,3913.04,32938.04,88561.96
1099,Sophia Moore,2025-12-01,65000.0,13000.0,9750.0,0.0,87750.0,8775.0,7800.0,2826.09,19401.09,68348.91
1100,Mia Martin,2025-12-01,90000.0,18000.0,13500.0,0.0,121500.0,18225.0,10800.0,3913.04,32938.04,88561.96
